object_id,passband,tau_in,SF_in,tau_out,SF_out
12138847,u,42.9725,0.558,27.308630408090966,71.99262502523032
12138847,g,42.9725,0.494,28.013599008083418,52.158497531887505
12138847,r,42.9725,0.438,33.58961930102703,59.0077508414972
12138847,i,42.9725,0.398,55.91892074675208,79.34284461124544
12138847,z,42.9725,0.371,21.165510869533836,72.59747165628815
12138847,y,42.9725,0.348,21.853366497767365,86.6726415749243
12196194,u,196.66,0.443,2.051910080735047,41.61223633287685
12196194,g,196.66,0.392,54.50679993093473,44.544055510928246
12196194,r,196.66,0.347,36.415537160234585,40.26719180512901
12196194,i,196.66,0.316,164.1805764300883,82.5919866312918
12196194,z,196.66,0.295,97.56377304227411,87.76465391467673
12196194,y,196.66,0.276,69.71185750418806,64.59540892998594
12283850,u,317.41,0.536,235.6412643127302,22.289545524531217
12283850,g,317.41,0.475,219.24548425045785,25.474035468241976
12283850,r,317.41,0.421,192.68097112920242,21.290122318838907
12283850,i,317.41,0.382,138.12841363230316,23.05199968100123
12283850,z,317.41,0.357,305.77888495723494,28.134217495139076
12283850,y,317.41,0.335,27.88217808379904,26.042901252671967
12706059,u,433.27,0.222,270.23761969448105,85.59925844167425
12706059,g,433.27,0.196,166.94142857370005,85.43417771457148
12706059,r,433.27,0.174,127.34009633124012,93.73193010753646
12706059,i,433.27,0.158,367.0052595584464,99.74774486305058
12706059,z,433.27,0.148,147.08934514419556,89.38481269256866
12706059,y,433.27,0.138,255.2549552325834,85.3045984781917
14180741,u,653.79,0.244,211.6074625397619,68.69051970396788
14180741,g,653.79,0.216,220.51733052500484,57.27130083707662
14180741,r,653.79,0.192,435.12429073560327,85.4155912565219
14180741,i,653.79,0.174,237.83867781573625,82.48184161537716
14180741,z,653.79,0.162,252.12428033489448,69.68931784487914
14180741,y,653.79,0.152,211.80601967078405,80.14012127135337
15173836,u,195.15,0.257,637.821961300133,44.18744376173963
15173836,g,195.15,0.227,318.6848517265479,42.916630062209954
15173836,r,195.15,0.202,393.74885640365403,40.604110029442154
15173836,i,195.15,0.183,485.66071039405136,36.58227187591839
15173836,z,195.15,0.171,268.3758697453532,41.25232851779565
15173836,y,195.15,0.16,430.87749068977155,48.5740248862005
15208766,u,196.72,0.507,539.7573626381608,22.286574388553777
15208766,g,196.72,0.449,17.60206349369922,15.272372473335924
15208766,r,196.72,0.398,2.4119299476803056,12.415421818830126
15208766,i,196.72,0.362,671.8265555904994,53.99003295745737
15208766,z,196.72,0.338,323.30956575679886,27.48057962392362
15208766,y,196.72,0.317,254.34786989214322,33.879639415259255
16241872,u,176.86,0.641,366.35329313011823,116.06201965430006
16241872,g,176.86,0.567,345.9943198139147,99.66189738183888
16241872,r,176.86,0.503,268.2913086116979,86.14444714624237
16241872,i,176.86,0.457,295.3325428386111,92.61237263253729
16241872,z,176.86,0.427,280.53221686496784,125.70213634332796
16241872,y,176.86,0.4,177.6967850631632,114.36026848698575
16598333,u,638.69,0.33,27.495482770227305,12.061314654424626
16598333,g,638.69,0.292,235.88010682195195,13.13842824699695
16598333,r,638.69,0.259,118.18462356423528,13.474898898342119
16598333,i,638.69,0.235,195.6299364567331,12.011655353472067
16598333,z,638.69,0.219,106.109054720927,9.568908334240893
16598333,y,638.69,0.206,108.7921007321726,20.801549421184507
17198090,u,101.29,0.268,135.93944660633295,51.38309332245109
17198090,g,101.29,0.237,89.50154406103466,55.14366541921961
17198090,r,101.29,0.21,102.76230955774159,47.91162013234313
17198090,i,101.29,0.191,109.7768511151964,54.27181739237882
17198090,z,101.29,0.178,154.23237168064045,60.83589678639839
17198090,y,101.29,0.167,194.27067605365346,62.25369073558905
17865751,u,154.37,0.192,21.826475786964394,199.99999999999994
17865751,g,154.37,0.17,22.46810734548807,199.99999999999994
17865751,r,154.37,0.15,30.319307018846864,199.99999999999994
17865751,i,154.37,0.137,20.524431549194386,199.99999999999994
17865751,z,154.37,0.128,38.28103158471531,199.99999999999994
17865751,y,154.37,0.12,39.47237115935249,199.99999999999994
18210617,u,1039.36,0.204,41.178942890252195,143.70847966326193
18210617,g,1039.36,0.181,153.33105631733795,110.9752077993121
18210617,r,1039.36,0.16,138.12576583770277,126.09488586637401
18210617,i,1039.36,0.145,214.65077648777154,99.18500737112055
18210617,z,1039.36,0.136,193.03262663343634,62.95216776467956
18210617,y,1039.36,0.127,286.4528349340308,146.21496404126333
18604382,u,100.29,0.576,55.04879568598291,68.266922475069
18604382,g,100.29,0.509,81.81498723506583,58.264551402238816
18604382,r,100.29,0.452,83.18170445234806,46.70444153800792
18604382,i,100.29,0.41,79.90603513694852,48.19607674381153
18604382,z,100.29,0.383,87.23400472568498,50.44761927887554
18604382,y,100.29,0.359,64.7791362976352,69.77335073796826
19020589,u,759.96,0.204,759.9599999999999,0.204
19020589,g,759.96,0.18,74.9195630986455,108.22485137844318
19020589,r,759.96,0.16,179.5540579746915,115.46280829287701
19020589,i,759.96,0.145,120.0112130719258,95.58469824297097
19020589,z,759.96,0.135,759.9276016469721,0.1350529600302925
19020589,y,759.96,0.127,759.9254418058804,0.12702887974007876
19140211,u,2513.15,0.169,2513.014290427246,0.16895557560232388
19140211,g,2513.15,0.149,401.12957800056944,46.20556729528599
19140211,r,2513.15,0.132,261.9618695395137,38.10514793034033
19140211,i,2513.15,0.12,131.5169446093989,29.443835874436743
19140211,z,2513.15,0.112,402.4113311748175,27.919672307656533
19140211,y,2513.15,0.105,404.00107004859916,36.55430964296759
20033231,u,522.62,0.237,305.5562609878772,0.021722929583022063
20033231,g,522.62,0.209,69.94383825826617,6.7044932452339285
20033231,r,522.62,0.186,189.48679576837253,12.919889330321036
20033231,i,522.62,0.169,255.67243250975582,0.012123271843425616
20033231,z,522.62,0.158,35.03773159558477,16.568056867502225
20033231,y,522.62,0.148,522.5836095700173,0.14802166461256502
20102357,u,1027.51,0.408,250.07314938884662,42.11726568786936
20102357,g,1027.51,0.361,241.0664901723723,43.415871402353645
20102357,r,1027.51,0.32,424.45444070435707,38.08543715796971
20102357,i,1027.51,0.291,443.3551565085439,37.89098158213156
20102357,z,1027.51,0.272,425.360902863894,46.19136466013513
20102357,y,1027.51,0.255,352.6564224532617,41.10934462584006
20205676,u,198.47,0.303,353.70342955575467,70.10144832881916
20205676,g,198.47,0.268,853.5742690624686,69.83880294260258
20205676,r,198.47,0.238,353.58824924096245,74.30868162657342
20205676,i,198.47,0.216,501.03520719936887,63.83477172354648
20205676,z,198.47,0.202,576.1883353987381,61.320028442475746
20205676,y,198.47,0.189,272.9497402794119,47.04279240391773
20291207,u,240.74,0.317,363.4872950976978,60.968388082269726
20291207,g,240.74,0.28,410.3710265526337,57.97041200338614
20291207,r,240.74,0.248,572.4341549212122,69.56915449244094
20291207,i,240.74,0.226,315.8781720887299,61.627145829190745
20291207,z,240.74,0.211,221.33993383038492,61.643872442336715
20291207,y,240.74,0.197,275.11325902711565,64.60795072968924
20332012,u,259.24,0.626,26.357729970744863,35.059460500189516
20332012,g,259.24,0.554,53.43087918817858,27.74084484539942
20332012,r,259.24,0.491,33.41823857222376,29.778560390412423
20332012,i,259.24,0.447,55.042124362968835,28.89210517226729
20332012,z,259.24,0.417,42.58627090810842,46.202796856281104
20332012,y,259.24,0.391,7.587093320826793,30.228223887623685
20546536,u,452.87,0.25,209.11687198097073,161.2144450751715
20546536,g,452.87,0.221,137.2142779527114,185.36585246646092
20546536,r,452.87,0.196,205.83305947086387,199.99999999999994
20546536,i,452.87,0.178,388.9791011146037,199.99999999999994
20546536,z,452.87,0.166,383.66880792151943,199.99999999999994
20546536,y,452.87,0.156,367.99579956878705,199.99999999999994
21635777,u,1013.06,0.418,27.051525330070795,19.634969906425894
21635777,g,1013.06,0.37,300.91769269201524,14.384451999375083
21635777,r,1013.06,0.328,240.37628786526093,13.64663023291906
21635777,i,1013.06,0.298,852.9363189386601,18.696444985762785
21635777,z,1013.06,0.278,357.65672095216473,19.05037614680714
21635777,y,1013.06,0.261,655.8146251168099,0.029434295460162782
21692191,u,72.1424,0.691,12.838242808194543,23.205934264868223
21692191,g,72.1424,0.612,55.82792274664642,27.347590746907912
21692191,r,72.1424,0.542,5.398369839557791,15.309078498994007
21692191,i,72.1424,0.493,34.49623284632648,26.38110992944975
21692191,z,72.1424,0.46,54.50529206629596,55.6519192646871
21692191,y,72.1424,0.431,1.0,35.41735419819074
22050801,u,598.38,0.329,303.87615517462484,133.19163636430594
22050801,g,598.38,0.291,702.77138750148,191.01494935400575
22050801,r,598.38,0.258,824.2844784046864,155.81464629811316
22050801,i,598.38,0.235,817.8583802746107,161.81570394973278
22050801,z,598.38,0.219,302.48237182907866,146.87939950917354
22050801,y,598.38,0.205,350.13591335506436,145.5621842778988
22083479,u,357.15,0.347,110.31360945092655,52.54958173607595
22083479,g,357.15,0.307,407.3567692167274,177.95059123158748
22083479,r,357.15,0.272,1245.8156778583634,195.7794453397076
22083479,i,357.15,0.248,1173.5280642320117,174.07788759710766
22083479,z,357.15,0.231,562.9120964160769,161.47506376602186
22083479,y,357.15,0.217,366.2635041321375,141.06824455879462
23285310,u,1123.61,0.233,1.0,7.6966526665616275
23285310,g,1123.61,0.206,326.15962134449654,17.588801624212696
23285310,r,1123.61,0.182,467.37119843960954,17.281589454926355
23285310,i,1123.61,0.166,488.5479671050719,21.88231571870982
23285310,z,1123.61,0.155,209.37418019822243,15.59122334214988
23285310,y,1123.61,0.145,1123.5844523567418,0.1449686826584902
23853185,u,165.53,0.579,59.12857545513024,39.23375349877642
23853185,g,165.53,0.512,42.08482185108618,41.14974854388494
23853185,r,165.53,0.454,66.82941891297203,51.475635669072915
23853185,i,165.53,0.413,37.961612804306434,43.38897737497213
23853185,z,165.53,0.385,33.95888002619467,86.380058635696
23853185,y,165.53,0.361,16.803675547435052,59.51534409376159
24202359,u,69.3848,0.586,242.31410239972809,74.62750495270406
24202359,g,69.3848,0.518,29.701061376711777,65.24094257892311
24202359,r,69.3848,0.46,349.4271619842008,83.09116722782504
24202359,i,69.3848,0.418,75.93971578460813,62.17985003997162
24202359,z,69.3848,0.39,93.124631248402,115.96020408468979
24202359,y,69.3848,0.365,36.720897092239674,91.68880013636085
24623093,u,788.52,0.311,149.28005215683635,7.391799902468393
24623093,g,788.52,0.275,145.480628329792,26.534473574971425
24623093,r,788.52,0.244,56.563140647600044,17.10732051686032
24623093,i,788.52,0.221,46.80169072780977,16.14068191719347
24623093,z,788.52,0.207,210.99351181527584,19.727273634354454
24623093,y,788.52,0.194,1267.6601885893672,0.018771247791697858
24751465,u,1013.06,0.418,836.489262239202,20.30773991527071
24751465,g,1013.06,0.37,683.3815861259014,15.221556267808507
24751465,r,1013.06,0.328,874.5642171556311,20.71747710337733
24751465,i,1013.06,0.298,274.6221455499571,15.267987727932606
24751465,z,1013.06,0.278,990.0638595358819,21.090485284415802
24751465,y,1013.06,0.261,392.3266573722534,31.036975212246904
25067646,u,53.2432,0.654,9.284670726516296,17.247804815949078
25067646,g,53.2432,0.579,26.44533116682091,22.07242958222816
25067646,r,53.2432,0.513,23.526072553925115,25.89416016942178
25067646,i,53.2432,0.467,8.838292427862614,35.07423427188339
25067646,z,53.2432,0.436,33.80250238932932,31.052397252131655
25067646,y,53.2432,0.408,51.6909739168021,34.84542241550204
25760694,u,198.47,0.303,76.91179044562483,57.26639097397308
25760694,g,198.47,0.268,221.74565506251605,69.89308910957037
25760694,r,198.47,0.238,372.66227621997155,74.09854973386035
25760694,i,198.47,0.216,220.70589712353498,74.2004785489798
25760694,z,198.47,0.202,542.5111129192327,65.43648110680667
25760694,y,198.47,0.189,483.43104080679257,55.758210773388825
25878620,u,528.41,0.36,312.831023978916,112.88819363787286
25878620,g,528.41,0.319,385.72761981348435,151.30589499910485
25878620,r,528.41,0.283,320.35990630662957,123.74679673529545
25878620,i,528.41,0.257,471.9996893356251,126.12529419906886
25878620,z,528.41,0.24,489.15641669816586,135.19350866699014
25878620,y,528.41,0.225,739.5934639844728,153.87321114791763
26010073,u,4980.61,0.264,3889.8087787866716,0.014627831760022162
26010073,g,4980.61,0.233,197.08801456900673,12.525461636379639
26010073,r,4980.61,0.207,152.62364358039832,11.750815574360521
26010073,i,4980.61,0.188,108.8128825447619,15.627107866605375
26010073,z,4980.61,0.176,4978.189955933647,0.17604452539710613
26010073,y,4980.61,0.164,4980.5675329495,0.16391612057105195
26266459,u,112.94,0.276,18.122073296225025,71.21555594500647
26266459,g,112.94,0.244,12.96063374173347,85.66238677709121
26266459,r,112.94,0.216,29.5165443827651,73.51245282425461
26266459,i,112.94,0.196,51.36791748108569,76.9851473793003
26266459,z,112.94,0.183,197.49581762687248,108.12753673145389
26266459,y,112.94,0.172,53.48209394521625,102.3617544881214
26606820,u,395.33,0.24,32.165127973059185,73.3903037091221
26606820,g,395.33,0.212,45.61406981014843,61.01643922023458
26606820,r,395.33,0.188,71.47412624043133,98.90552588051152
26606820,i,395.33,0.171,175.9173252374451,102.60973721157463
26606820,z,395.33,0.16,184.33461064875507,126.91269058131807
26606820,y,395.33,0.15,179.02896973276168,108.68395718461615
28853121,u,134.71,0.744,17.011737942940993,14.855134523194408
28853121,g,134.71,0.658,22.238090185714213,9.9022447564753
28853121,r,134.71,0.583,33.56498434454823,12.13482142609854
28853121,i,134.71,0.53,5.816749013185279,12.62609330169846
28853121,z,134.71,0.495,49.56755781210338,9.90915829359895
28853121,y,134.71,0.464,140.94758616427592,0.03233491582131785
30437593,u,306.02,0.689,128.24110506449588,21.401478244073914
30437593,g,306.02,0.609,235.17028848638307,10.072546836009003
30437593,r,306.02,0.54,246.12907893530289,15.417207880889304
30437593,i,306.02,0.491,68.73602778680815,15.796633512081087
30437593,z,306.02,0.458,136.3065934159221,28.747470335677676
30437593,y,306.02,0.429,126.23457549392799,25.481151851417565
31768757,u,696.61,0.378,1.0,30.742249480173374
31768757,g,696.61,0.334,24.621067975047758,23.333309146815346
31768757,r,696.61,0.296,23.519871652375766,22.23311552158414
31768757,i,696.61,0.269,40.961170838466934,26.75014392089838
31768757,z,696.61,0.251,90.5014797530815,21.661953671773276
31768757,y,696.61,0.235,73.17612109736555,43.44167211151284
32654684,u,187.68,0.357,166.5489014809009,42.31344989176989
32654684,g,187.68,0.316,231.40769833084917,34.89996206992601
32654684,r,187.68,0.28,89.18277307347994,34.79963213672623
32654684,i,187.68,0.254,138.3093689700278,28.915040543226095
32654684,z,187.68,0.237,100.53134363602503,32.54351107930621
32654684,y,187.68,0.222,94.8499474277237,19.88958064193447
32924992,u,252.04,0.187,141.0908413702779,74.14090678750644
32924992,g,252.04,0.165,55.29645435172942,145.6504042065387
32924992,r,252.04,0.147,128.56983659355612,136.12822097959366
32924992,i,252.04,0.133,198.96960120906164,136.07439101182172
32924992,z,252.04,0.124,124.15737148667797,137.47829224862187
32924992,y,252.04,0.117,117.72031533581563,158.40393871620583
33009012,u,510.72,0.587,177.51015594517034,53.531505184041876
33009012,g,510.72,0.519,246.28312469383113,62.69299963009059
33009012,r,510.72,0.46,195.8690013968836,65.01505727823277
33009012,i,510.72,0.418,235.39357530294728,110.62757648234647
33009012,z,510.72,0.39,209.28860637207023,94.49179898470486
33009012,y,510.72,0.366,144.3117914414168,116.36016341604353
33094373,u,470.33,0.309,446.63490386994357,64.55633178386651
33094373,g,470.33,0.273,78.9605644148769,57.40349065567263
33094373,r,470.33,0.242,172.49901039027304,72.12674641935985
33094373,i,470.33,0.22,60.110011348017906,49.86481819549738
33094373,z,470.33,0.206,108.23887341157466,71.24741477608275
33094373,y,470.33,0.193,459.49799448491507,72.9828918192974
34052183,u,70.021,0.312,122.6313571780248,13.671975426011537
34052183,g,70.021,0.276,70.27290766438797,25.31096175236559
34052183,r,70.021,0.245,105.95378811848595,31.132806171211257
34052183,i,70.021,0.223,43.4134212906986,13.713435451168673
34052183,z,70.021,0.208,67.53265198633925,25.66140610782162
34052183,y,70.021,0.195,80.02870806945964,37.89374768369862
34777076,u,315.46,0.401,195.89934694494488,83.35881731910966
34777076,g,315.46,0.355,137.2824924575458,89.39994544759976
34777076,r,315.46,0.315,446.1687663338762,65.75244008307564
34777076,i,315.46,0.286,583.2063165321092,69.69647951916063
34777076,z,315.46,0.267,256.6292968444273,70.4033064391636
34777076,y,315.46,0.25,140.1329675002161,72.04492837576662
35012811,u,432.45,0.656,171.98773164913743,21.000987863786996
35012811,g,432.45,0.58,133.8735129392764,19.84052143286959
35012811,r,432.45,0.514,186.4366562255142,18.66536283253637
35012811,i,432.45,0.467,363.67210246866466,25.400063396886917
35012811,z,432.45,0.436,75.36976618834784,24.251180708062336
35012811,y,432.45,0.409,99.34143249007053,36.02185212617667
35446325,u,426.4,0.192,241.8057836268025,0.015610543046822434
35446325,g,426.4,0.17,8.176919208622868,11.760692938752275
35446325,r,426.4,0.151,43.19761372149643,12.754926041140111
35446325,i,426.4,0.137,104.83236436455975,23.268073705429483
35446325,z,426.4,0.128,138.8458394504775,28.38010251514945
35446325,y,426.4,0.12,120.16850207819635,19.791400411036733
35473629,u,558.85,0.326,561.2342214156824,90.39040756223429
35473629,g,558.85,0.289,1273.4672191895932,95.51456526484826
35473629,r,558.85,0.256,2352.609072079215,110.60639042446864
35473629,i,558.85,0.233,2280.422184266028,100.48884869236613
35473629,z,558.85,0.217,1257.521537978134,93.6304141122729
35473629,y,558.85,0.204,971.717169190074,99.93505087106888
35740235,u,457.7,0.365,69.58180853418926,6.94324441519545
35740235,g,457.7,0.323,189.10845778176216,8.523701903045557
35740235,r,457.7,0.287,88.43232094184275,10.437936828874712
35740235,i,457.7,0.261,80.29047147688571,7.163445867086856
35740235,z,457.7,0.243,153.27403137018712,14.976207736624252
35740235,y,457.7,0.228,140.17872792977852,12.414176208765339
36555832,u,288.41,0.265,1150.0546331292535,151.47364858706842
36555832,g,288.41,0.234,572.7783573174861,113.0896060993593
36555832,r,288.41,0.208,728.4239657262513,114.40905735798003
36555832,i,288.41,0.189,668.5978002593408,116.17777020073352
36555832,z,288.41,0.176,1231.2878564570326,120.64882933060376
36555832,y,288.41,0.165,747.9600529550881,162.3044330631664
36585313,u,315.46,0.401,269.4805711798589,60.95524831372381
36585313,g,315.46,0.355,383.1938765338468,80.34530337524838
36585313,r,315.46,0.315,328.5751850926931,64.31863018645333
36585313,i,315.46,0.286,156.97360833849626,61.54713515964973
36585313,z,315.46,0.267,172.8402511550394,69.52645016441502
36585313,y,315.46,0.25,195.63322282906373,61.48123534605525
37120574,u,341.28,0.291,22.904309613130412,0.015845366668009512
37120574,g,341.28,0.258,1.0,19.718993351751717
37120574,r,341.28,0.229,44.1471877749221,24.900979122313217
37120574,i,341.28,0.208,94.58450560803557,32.16194159691705
37120574,z,341.28,0.194,56.18720383964326,18.75033821602583
37120574,y,341.28,0.182,151.48688302620823,30.268407109232747
