object_id,submodel,sim_av,TEFF,LOGG,GAIA_DIST,DIST,T0,U0,TE
  40165348,1,   0, 5024.72,  4.7404, 1061.12, 6695.22,59948.49,  0.2348, 18.1233
  40323010,1,   0,5769,  4.3240, 1974.72,12459.66,61578.40,  0.9083, 77.0050
  40834626,1,   0, 4047.43,  4.5890,  413.53, 2609.20,60368.67,  0.3826, 32.6827
  40983855,1,   0, 4701.66,  4.5328,  841.11, 5307.07,60083.02,  0.4699, 30.1309
  41284720,1,   0, 5199.39,  4.4062, 1690.62,10667.07,61654.60,  0.8178,  4.9644
  41324310,1,   0, 4395.74,  4.6863,  784.87, 4952.18,60828.34,  0.4673, 35.9646
  41476268,1,   0, 4940.07,  4.4608, 1752.54,11057.79,59559.39,  0.9940, 56.0446
  42004412,1,   0, 4976.06,  4.4578, 1818.51,11474.04,59269.61,  0.4259, 69.7706
  42037676,1,   0, 4894.59,  4.5879,  692.38, 4368.60,61557.49,  0.4518, 22.2967
  42114001,1,   0, 4643.04,  2.7307, 1399.97, 8833.23,60811.18,  0.2195,  296.58
  42177552,1,   0, 4889.50,  4.2276, 1110.86, 7009.08,61203.62,  0.3975,  2.6671
  42390303,1,   0, 5062.25,  3.8503, 3039.51,19178.04,59958.68,  0.4628,  1.7454
  42606035,1,   0,5300,  4.3254, 1356.67, 8560.00,60879.90,  0.3371, 22.7847
  43171646,1,   0, 4958.97,  3.8654, 1297.02, 8183.62,60618.96,  0.6759, 23.6755
  43285522,1,   0, 5363.50,  4.0481, 3242.54,20459.06,61597.07,  0.1860,  149.36
  43347935,1,   0, 5802.67,  4.4779, 1343.72, 8478.33,59374.05,  0.0333, 83.8255
  43402332,1,   0, 5510.75,  4.4278,  910.66, 5745.90,59095.39,  0.9659, 16.8295
  43435108,1,   0,4439,  3.7363, 1258.49, 7940.57,59012.66,  0.5518, 71.0636
  43625140,1,   0, 6105.76,  4.4239, 2091.61,13197.18,59084.47,  0.0737,  6.2628
  43656723,1,   0, 5325.31,  3.9000, 1972.78,12447.37,59064.45,  0.1850, 13.7483
  43761620,1,   0, 5551.46,  3.8505, 1703.58,10748.85,60763.17,  0.9285, 10.3602
  43771134,1,   0, 3938.93,  4.4694,  136.82,  863.25,61453.05,  0.6509, 23.6827
  43790939,1,   0,5011,  4.7045,  336.09, 2120.58,59831.95,  0.3289, 92.8393
  44322319,1,   0, 4283.75,  4.4937,  900.66, 5682.76,58957.27,  0.8770, 14.1538
  44468422,1,   0, 4011.57,  2.8166, 1399.38, 8829.52,59427.81,  0.1066, 16.9582
  44487098,1,   0, 4875.80,  4.5754,  656.81, 4144.22,60975.86,  0.6593,  147.71
  44533106,1,   0, 5802.67,  4.4779, 1343.72, 8478.33,59374.05,  0.0333, 83.8255
  44560702,1,   0, 6527.98,  4.1816,  389.83, 2459.68,59431.32,  0.6133, 40.2494
  44606510,1,   0,5034,  4.4141, 1105.83, 6977.30,59029.46,  0.9498, 46.1694
  45068777,1,   0, 4188.57,  3.9013, 1565.93, 9880.32,59153.36,  0.2877, 16.2502
  45274699,1,   0,5780,  4.1907, 1887.50,11909.35,60508.94,  0.0280, 14.2564
  45319856,1,   0, 4888.33,  3.9416, 1258.18, 7938.57,59478.19,  0.2484,  4.1581
  45364097,1,   0, 4863.67,  4.1309, 1366.12, 8619.64,59963.23,  0.8844,  416.18
  45406006,1,   0, 5167.19,  3.9433, 1584.79, 9999.32,62126.48,  0.6660,  128.37
  45535796,1,   0, 6453.33,  4.1017,  722.23, 4556.96,61128.39,  0.9995, 58.5590
  45575552,1,   0,5298,  4.3198, 1107.79, 6989.67,60755.37,  0.4765, 37.2814
  45804274,1,   0,5719,  4.5056,  853.68, 5386.35,61527.59,  0.9925, 25.5470
  45920059,1,   0, 5384.67,  4.2963,  962.09, 6070.40,60124.55,  0.2804, 81.4798
  46171121,1,   0, 4277.77,  4.3349, 1105.34, 6974.22,59935.31,  0.6232,  6.8492
  46593866,1,   0, 4888.68,  4.5430, 1384.85, 8737.81,62030.46,  0.1547, 37.3785
  46826939,1,   0, 6223.90,  4.1761, 2444.99,15426.83,60809.84,  0.5245, 19.4814
  46968146,1,   0, 5783.33,  4.1556, 1265.50, 7984.78,59405.11,  0.3047, 21.6260
  47040884,1,   0, 5199.50,  4.5313, 1240.23, 7825.34,60122.91,  0.5803, 22.3099
  47090993,1,   0, 5783.33,  4.1556, 1265.50, 7984.78,59405.11,  0.3047, 21.6260
  47098836,1,   0,4898,  3.8036,  829.67, 5234.86,58628.94,  0.8457, 82.4789
  47791340,1,   0, 4617.23,  4.4282, 1092.06, 6890.44,59042.49,  0.6245,  135.92
  47832818,1,   0, 5607.49,  4.5556, 1149.82, 7254.88,60544.46,  0.1799,  8.9391
  47923418,1,   0,5384,  4.6088, 1266.62, 7991.86,59088.95,  0.0135, 30.3516
  47962590,1,   0, 5610.93,  4.0738, 2402.11,15156.31,58808.79,  0.6816, 47.6415
  48015655,1,   0, 4526.08,  4.0217,  677.97, 4277.68,60808.96,  0.6011, 74.6460
  48352145,1,   0,5795,  4.2443, 2541.94,16038.57,61617.39,  0.8670, 45.4348
  48362139,1,   0, 5325.31,  3.9000, 1972.78,12447.37,59064.45,  0.1850, 13.7483
  48376859,1,   0,3890,  4.0160, 1287.00, 8120.43,60324.74,  0.9344, 38.0814
  48399418,1,   0, 5013.75,  4.6265,  815.33, 5144.37,60844.24,  0.5319, 38.3218
  48424258,1,   0, 4053.25,  3.2947, 2377.56,15001.36,59218.24,  0.1513,  5.4567
  48562420,1,   0, 4894.59,  4.5879,  692.38, 4368.60,61557.49,  0.4518, 22.2967
  49018736,1,   0, 4371.37,  4.4165, 1214.33, 7661.90,59880.10,  0.6695,  196.78
  49325737,1,   0, 4804.28,  4.4998,  666.84, 4207.50,59850.77,  0.3991, 32.2850
  49332107,1,   0,5094,  4.4355, 1400.56, 8836.94,58726.43,  0.5677, 33.7996
