object_id,submodel,sim_av,stretch,color
     56067,1,   0,  0.9963,  0.5366
     56474,1,   0,  1.0827,  0.4037
     57018,1,   0,  1.0661,  0.5628
     57404,1,   0,  0.8611,  0.7595
     57785,1,   0,  0.9248,  0.3487
     57823,1,   0,  0.9496,  0.2534
     58265,1,   0,  1.1013,  0.5249
     59557,1,   0,  0.9393,  0.5147
     59816,1,   0,  1.0927,  0.5148
     60340,1,   0,  1.1413,  0.0970
     60554,1,   0,  1.1334,  0.3642
     60974,1,   0,  1.0091,  0.3024
     61652,1,   0,  0.8087,  0.8886
     64241,1,   0,  1.0146,  0.6107
     64569,1,   0,  0.9897,  0.6904
     65129,1,   0,  0.9471,  0.6675
     65312,1,   0,  1.0725,  0.2832
     70570,1,   0,  0.9876,  0.6459
     71095,1,   0,  1.0166,  0.3119
     72284,1,   0,  0.9133,  0.4385
     72385,1,   0,  1.1664,  0.0416
     72735,1,   0,  1.0862,  0.4608
     73873,1,   0,  1.0964,  0.5638
     75349,1,   0,  1.0119,  0.6134
     75646,1,   0,  0.8424,  0.8525
     76039,1,   0,  1.0243,  0.8299
     76178,1,   0,  1.0235,  0.5386
     77518,1,   0,  0.9527,  0.6836
     78412,1,   0,  0.8708,  0.7922
     79243,1,   0,  1.0289,  0.3134
     83978,1,   0,  0.8612,  0.7816
     84102,1,   0,  1.0429,  0.1870
     84776,1,   0,  0.7442,  0.6997
     87055,1,   0,  0.9598,  0.7265
     87674,1,   0,  0.9563,  0.6492
     87774,1,   0,  1.0107,  0.6525
     88180,1,   0,  0.8354,  0.4749
     88434,1,   0,  1.0564,  0.3314
     88627,1,   0,  0.9935,  0.4843
     91878,1,   0,  1.0339,  0.5189
     91952,1,   0,  0.9284,  0.7993
     92979,1,   0,  1.0970,  0.2401
     93887,1,   0,  1.0027,  0.5081
     94540,1,   0,  0.9675,  0.5476
     95468,1,   0,  0.9725,  0.6636
     95571,1,   0,  1.1283,  0.4542
     97508,1,   0,  1.0871,  0.3971
     97920,1,   0,  0.9399,  0.5185
     98677,1,   0,  1.0920,  0.5560
     98749,1,   0,  1.0552,  0.4659
     99925,1,   0,  1.0223,  0.4528
    100173,1,   0,  0.9859,  0.5183
    100415,1,   0,  0.9911,  0.5717
    101121,1,   0,  1.1452,  0.3977
    101191,1,   0,  0.8367,  0.7483
    102343,1,   0,  0.9044,  0.7905
    104437,1,   0,  0.9944,  0.3355
    104498,1,   0,  0.7148,  0.8928
    104873,1,   0,  1.0038,  0.3245
    104901,1,   0,  0.8981,  0.6339
    105290,1,   0,  0.9575,  0.6485
    106733,1,   0,  0.9859,  0.6905
    107375,1,   0,  0.9949,  0.5574
    107568,1,   0,  1.1056,  0.5595
    110293,1,   0,  1.0871,  0.6630
    111547,1,   0,  1.0869,  0.3931
    111609,1,   0,  0.9126,  0.4546
    112459,1,   0,  1.0658,  0.3618
    112717,1,   0,  1.0256,  0.6174
    114715,1,   0,  0.8642,  0.6192
    114824,1,   0,  1.0626,  0.4857
    114870,1,   0,  0.9060,  0.5756
    115403,1,   0,  0.8021,  0.9995
    117777,1,   0,  1.0396,  0.5576
    118979,1,   0,  1.1618,  0.1127
    119605,1,   0,  0.9366,  0.6945
    120987,1,   0,  0.9524,  0.5318
    122031,1,   0,  0.9034,  0.4785
    123403,1,   0,  0.9361,  0.6611
    123618,1,   0,  0.9401,  0.5741
    125582,1,   0,  1.0245,  0.3925
    126065,1,   0,  0.8496,  0.5820
    127104,1,   0,  0.9126,  0.6254
    127838,1,   0,  0.7969,  0.7505
    128339,1,   0,  1.0240,  0.4661
    128456,1,   0,  0.9587,  0.5462
    132414,1,   0,  1.0852,  0.3908
    132540,1,   0,  1.1210,  0.4079
    133509,1,   0,  1.0051,  0.5477
    135068,1,   0,  0.9700,  0.4131
    135755,1,   0,  1.0526,  0.5665
    137773,1,   0,  0.8853,  0.3574
    138815,1,   0,  0.8979,  0.8106
    138961,1,   0,  1.1535,  0.3914
    139185,1,   0,  1.0924,  0.2533
    141329,1,   0,  0.9973,  0.2122
    141686,1,   0,  1.0373,  0.1643
    142114,1,   0,  0.9706,  0.8033
    142167,1,   0,  1.0533,  0.4157
    142449,1,   0,  1.0988,  0.5704
    142524,1,   0,  0.9656,  0.6494
    142851,1,   0,  1.0924,  0.3327
    143195,1,   0,  0.9057,  0.5622
    144813,1,   0,  1.0905,  0.4785
    146348,1,   0,  1.0380,  0.2459
    146992,1,   0,  0.9660,  0.5002
    148358,1,   0,  0.8349,  0.9996
    148524,1,   0,  0.9361,  0.4210
    148637,1,   0,  1.0596,  0.4101
    149132,1,   0,  1.1882,  0.5511
    149713,1,   0,  0.8601,  0.8567
    150066,1,   0,  0.9285,  0.5131
    150084,1,   0,  0.8602,  0.4970
    150439,1,   0,  1.0284,  0.3336
    153428,1,   0,  1.0039,  0.2839
    153721,1,   0,  0.8688,  0.9093
    154144,1,   0,  1.0359,  0.5898
    154748,1,   0,  0.8451,  0.8480
    154915,1,   0,  0.8737,  0.7807
    159730,1,   0,  1.0119,  0.5938
    163658,1,   0,  1.0766,  0.6956
    164980,1,   0,  0.9535,  0.7904
    165507,1,   0,  0.8846,  0.7033
    165710,1,   0,  1.0432,  0.5726
    166169,1,   0,  1.0130,  0.5220
    166345,1,   0,  0.9374,  0.5741
    167480,1,   0,  0.8364,  0.6481
    168484,1,   0,  1.0331,  0.4349
    168625,1,   0,  1.0887,  0.2346
    168659,1,   0,  1.0426,  0.4888
    170380,1,   0,  1.1225,  0.2950
    170467,1,   0,  0.8911,  0.5535
    172158,1,   0,  1.0353,  0.5002
    173708,1,   0,  0.9483,  0.7154
    175076,1,   0,  0.8735,  0.7987
    176362,1,   0,  1.0423,  0.5235
    177480,1,   0,  1.0671,  0.7397
    177764,1,   0,  0.9205,  0.7207
    180621,1,   0,  1.0173,  0.4611
    181361,1,   0,  0.8711,  0.6508
    182822,1,   0,  0.9242,  0.7427
    183160,1,   0,  1.0380,  0.4354
    183209,1,   0,  0.9734,  0.4070
    183456,1,   0,  0.8994,  0.5860
    183481,1,   0,  1.0132,  0.4495
    184812,1,   0,  0.9965,  0.5388
    185049,1,   0,  1.1037,  0.2932
    185466,1,   0,  0.8369,  0.7294
    190321,1,   0,  0.9561,  0.2753
    191664,1,   0,  0.9036,  0.5768
    191674,1,   0,  1.0092,  0.5403
    191731,1,   0,  0.8821,  0.4811
    191882,1,   0,  1.0353,  0.4297
    192414,1,   0,  0.9248,  0.6389
    193503,1,   0,  0.8399,  0.4914
    193524,1,   0,  0.9105,  0.5005
    195975,1,   0,  0.9798,  0.4928
    197305,1,   0,  1.1805,  0.1943
    198035,1,   0,  1.0700,  0.4118
    198132,1,   0,  0.8956,  0.5809
    198669,1,   0,  1.0799,  0.4769
    199479,1,   0,  1.0317,  0.5669
    200418,1,   0,  1.0961,  0.1864
    200434,1,   0,  0.8409,  0.4315
    201296,1,   0,  0.9177,  0.5570
    201637,1,   0,  1.0521,  0.5114
    202734,1,   0,  1.1128,  0.4091
    205220,1,   0,  1.1104,  0.3079
    206505,1,   0,  0.9980,  0.7478
    207776,1,   0,  1.0837,  0.3199
    208580,1,   0,  0.9332,  0.8161
    208803,1,   0,  1.0233,  0.4127
    208884,1,   0,  1.0099,  0.6751
    209577,1,   0,  1.0232,  0.5337
    211620,1,   0,  1.0943,  0.4338
    212294,1,   0,  1.1425,  0.3556
    213068,1,   0,  1.0462,  0.3697
    214344,1,   0,  1.1366,  0.3367
    214370,1,   0,  0.9608,  0.3639
    214496,1,   0,  0.7686,  0.7253
    214746,1,   0,  1.0503,  0.1090
    214893,1,   0,  1.0798,  0.6659
    215566,1,   0,  1.0723,  0.1768
    216592,1,   0,  1.0542,  0.2488
    218180,1,   0,  1.0237,  0.6166
    219907,1,   0,  1.1095,  0.2343
    220890,1,   0,  1.1003,  0.3330
    222059,1,   0,  0.9022,  0.5972
    222280,1,   0,  0.8928,  0.4816
    222306,1,   0,  0.8772,  0.8018
    222577,1,   0,  1.0527,  0.3748
    222719,1,   0,  0.9261,  0.7090
    222903,1,   0,  0.9896,  0.4638
    223258,1,   0,  1.0487,  0.1343
    223533,1,   0,  1.0433,  0.6869
    223742,1,   0,  0.9879,  0.6843
    223855,1,   0,  1.1035,  0.3586
    224271,1,   0,  1.1372,  0.1707
    224293,1,   0,  1.0840,  0.1506
    224297,1,   0,  0.9660,  0.5218
    224313,1,   0,  1.0059,  0.4435
    224412,1,   0,  0.8823,  0.4893
    224537,1,   0,  0.9460,  0.4894
    225129,1,   0,  0.9558,  0.6891
    226050,1,   0,  1.1562,  0.1957
    227547,1,   0,  0.9856,  0.6443
    227593,1,   0,  0.8817,  0.5315
    228222,1,   0,  0.9430,  0.4528
    228427,1,   0,  0.9270,  0.4844
    231903,1,   0,  1.0858,  0.4146
    232391,1,   0,  1.2191,  0.2228
    233120,1,   0,  0.9904,  0.7122
    233697,1,   0,  0.9896,  0.4116
    234972,1,   0,  1.0307,  0.2929
    236379,1,   0,  1.0104,  0.5301
    236589,1,   0,  1.1236,  0.3957
    237460,1,   0,  0.8584,  0.8877
    238121,1,   0,  0.9001,  0.6456
    238124,1,   0,  0.9639,  0.4168
    238417,1,   0,  1.1607,  0.2302
    239045,1,   0,  0.9414,  0.6654
    239263,1,   0,  0.9317,  0.5583
    239315,1,   0,  1.1286,  0.5095
    240698,1,   0,  1.1151,  0.2087
    240700,1,   0,  0.9533,  0.7422
    240762,1,   0,  1.0076,  0.6034
    241329,1,   0,  0.9574,  0.6511
    241704,1,   0,  0.9779,  0.4153
    243342,1,   0,  1.0032,  0.5320
    245972,1,   0,  1.0419,  0.5521
    246788,1,   0,  1.2067,  0.4107
    247255,1,   0,  1.0469,  0.5888
    247398,1,   0,  1.1744,  0.3846
    247556,1,   0,  0.9155,  0.5391
    248717,1,   0,  0.9973,  0.4781
    248783,1,   0,  1.1901,  0.2280
    249384,1,   0,  0.9883,  0.6609
    249584,1,   0,  1.2044,  0.1327
    251319,1,   0,  1.0066,  0.6218
    251543,1,   0,  1.1004,  0.5085
    254001,1,   0,  1.1326,  0.3992
    254634,1,   0,  0.9435,  0.2882
    255594,1,   0,  0.8182,  0.7895
    255779,1,   0,  1.0773,  0.3647
    258452,1,   0,  1.0072,  0.5820
    259377,1,   0,  1.1378,  0.3043
    260003,1,   0,  1.0842,  0.3746
    260415,1,   0,  1.0380,  0.4595
    263409,1,   0,  0.9265,  0.6042
    264136,1,   0,  1.0560,  0.2749
    264774,1,   0,  0.8882,  0.5374
    265499,1,   0,  1.0408,  0.6148
    265781,1,   0,  0.9466,  0.4684
    265784,1,   0,  1.1261,  0.4352
    265820,1,   0,  1.1499,  0.3040
    267073,1,   0,  1.0509,  0.3666
    268269,1,   0,  1.1224,  0.4508
    269623,1,   0,  0.9950,  0.4537
    270109,1,   0,  1.0223,  0.3295
    270518,1,   0,  0.9537,  0.5530
    270832,1,   0,  0.9449,  0.4913
    275043,1,   0,  0.8407,  0.6331
    276403,1,   0,  1.2323,  0.1820
    276457,1,   0,  0.9180,  0.6846
    278959,1,   0,  0.9488,  0.2886
    279058,1,   0,  1.0841,  0.2814
    279632,1,   0,  1.0693,  0.5592
    279758,1,   0,  1.1632,  0.4196
    279834,1,   0,  1.1016,  0.4410
    282653,1,   0,  0.8964,  0.7043
    283066,1,   0,  1.0946,  0.4245
    283426,1,   0,  1.0978,  0.5936
    284909,1,   0,  1.0384,  0.5051
    285782,1,   0,  0.9174,  0.6415
    286164,1,   0,  1.0039,  0.7151
    286974,1,   0,  0.9161,  0.7479
    287332,1,   0,  1.0343,  0.2485
    287347,1,   0,  1.0654,  0.6373
    287894,1,   0,  0.9086,  0.7801
    288301,1,   0,  1.2181,  0.3183
    289286,1,   0,  0.8571,  0.6921
    289474,1,   0,  1.0511,  0.4965
    289826,1,   0,  0.8791,  0.4911
    290025,1,   0,  1.0833,  0.4959
    290676,1,   0,  1.1461,  0.2082
    290836,1,   0,  0.9330,  0.5425
    291663,1,   0,  0.9247,  0.4093
    292267,1,   0,  1.0317,  0.5311
    293051,1,   0,  1.0192,  0.4514
    293546,1,   0,  0.9122,  0.6224
    294738,1,   0,  0.9800,  0.3995
    295354,1,   0,  1.0847,  0.3847
    295582,1,   0,  0.9639,  0.7214
    295627,1,   0,  0.9149,  0.5047
    298031,1,   0,  0.9132,  0.6917
    299334,1,   0,  0.9064,  0.6596
    300067,1,   0,  0.9872,  0.3960
    300897,1,   0,  0.9364,  0.7440
    301537,1,   0,  0.9225,  0.5782
    301834,1,   0,  0.9786,  0.5162
    304041,1,   0,  0.8733,  0.8997
    305074,1,   0,  1.0179,  0.4538
    305469,1,   0,  0.9220,  0.7085
    305891,1,   0,  0.9311,  0.6094
    305911,1,   0,  0.9763,  0.5437
    306591,1,   0,  1.0595,  0.6653
    306616,1,   0,  1.0778,  0.5045
    306714,1,   0,  0.9860,  0.4560
    307001,1,   0,  1.0665,  0.2362
    309367,1,   0,  0.9653,  0.5526
    309772,1,   0,  1.0225,  0.2101
    309929,1,   0,  0.8948,  0.6059
    309981,1,   0,  0.8839,  0.7895
    310741,1,   0,  0.9186,  0.5909
    311095,1,   0,  0.8894,  0.6889
    311300,1,   0,  0.9457,  0.3727
    311753,1,   0,  1.0034,  0.6447
    312565,1,   0,  0.8736,  0.7183
    313698,1,   0,  0.9162,  0.7042
    313987,1,   0,  0.9842,  0.8582
    314483,1,   0,  0.8939,  0.5398
    316646,1,   0,  1.0599,  0.4425
    317133,1,   0,  1.0507,  0.3613
    317252,1,   0,  1.0503,  0.6207
    317851,1,   0,  0.9624,  0.5757
    318391,1,   0,  0.8916,  0.9025
    318850,1,   0,  1.1839,  0.3700
    319393,1,   0,  0.9967,  0.5424
    320577,1,   0,  1.0724,  0.4658
    323466,1,   0,  1.0547,  0.5255
    327346,1,   0,  0.8511,  0.7378
    327841,1,   0,  1.0148,  0.6050
    327885,1,   0,  0.8693,  0.6691
    328842,1,   0,  0.9301,  0.3956
    330140,1,   0,  0.9540,  0.5206
    330171,1,   0,  1.1299,  0.2755
    330717,1,   0,  1.0199,  0.4968
    331930,1,   0,  0.9629,  0.4763
    332514,1,   0,  0.9368,  0.5240
    332711,1,   0,  0.9196,  0.7720
    334493,1,   0,  1.0793,  0.4747
    334547,1,   0,  0.9793,  0.5768
    336237,1,   0,  1.0510,  0.5236
    336661,1,   0,  0.9337,  0.8464
    336716,1,   0,  1.1825,  0.4015
    337261,1,   0,  1.0372,  0.3728
    337346,1,   0,  1.0953,  0.0478
    337823,1,   0,  0.9577,  0.6303
    338212,1,   0,  0.9441,  0.7478
    339513,1,   0,  0.9610,  0.4739
    340698,1,   0,  0.9693,  0.5129
    340751,1,   0,  1.1228,  0.4223
    340908,1,   0,  1.0628,  0.2945
    341419,1,   0,  0.9834,  0.4896
    341575,1,   0,  0.9390,  0.7138
    341916,1,   0,  1.1906,  0.3378
    342491,1,   0,  0.9603,  0.5199
    342818,1,   0,  1.0946,  0.3779
   1001871,1,   0,  1.1071,  0.3115
   1001920,1,   0,  0.8457,  0.6666
   1010593,1,   0,  1.0647,  0.4256
   1010773,1,   0,  1.1116,  0.6621
   1011687,1,   0,  1.0621,  0.5305
   1023234,1,   0,  0.9491,  0.7026
   1023765,1,   0,  1.0412,  0.4383
   1027696,1,   0,  0.8639,  0.5456
   1027826,1,   0,  1.0017,  0.6063
   1035664,1,   0,  1.0051,  0.5402
   1040162,1,   0,  0.9025,  0.6886
   1040918,1,   0,  0.9819,  0.4056
   1040981,1,   0,  1.0874,  0.1581
   1041686,1,   0,  1.0995,  0.2127
   1044451,1,   0,  0.8190,  0.6307
   1044521,1,   0,  0.9868,  0.7054
   1045241,1,   0,  1.0465,  0.6780
   1046380,1,   0,  0.8488,  0.8256
   1048501,1,   0,  0.9151,  0.6227
   1049374,1,   0,  1.0824,  0.5428
   1050527,1,   0,  0.9975,  0.7104
   1053083,1,   0,  0.9923,  0.5186
   1055581,1,   0,  1.0218,  0.5819
   1057241,1,   0,  0.9934,  0.4355
   1063382,1,   0,  0.9468,  0.5015
   1065279,1,   0,  0.9247,  0.3421
   1067544,1,   0,  0.9686,  0.5376
   1083464,1,   0,  1.1466,  0.4989
   1087056,1,   0,  0.7989,  0.8818
   1087796,1,   0,  1.0024,  0.3849
   1092654,1,   0,  1.1403,  0.3231
   1099404,1,   0,  0.9640,  0.5553
   1102181,1,   0,  1.0509,  0.5271
   1107250,1,   0,  1.0137,  0.5311
   1111556,1,   0,  1.0926,  0.6537
   1119494,1,   0,  0.9519,  0.5164
   1121063,1,   0,  0.8448,  0.6944
   1121497,1,   0,  0.8128,  0.6460
   1123049,1,   0,  1.1987,  0.2250
   1128104,1,   0,  0.9397,  0.6014
   1128436,1,   0,  0.8801,  0.5910
   1138846,1,   0,  1.0951,  0.3650
   1139954,1,   0,  0.8805,  0.4330
   1140108,1,   0,  1.0340,  0.2378
   1143209,1,   0,  1.1813,  0.3038
   1154525,1,   0,  1.0875,  0.3796
   1154814,1,   0,  1.1394,  0.2525
   1160038,1,   0,  0.9534,  0.4239
   1167289,1,   0,  1.1246,  0.3632
   1170322,1,   0,  1.0672,  0.4892
   1171449,1,   0,  0.7544,  0.8980
   1182109,1,   0,  1.0150,  0.5498
   1182372,1,   0,  1.0419,  0.2834
   1182782,1,   0,  1.0515,  0.4354
   1182934,1,   0,  1.0102,  0.6980
   1184127,1,   0,  0.9918,  0.5579
   1190996,1,   0,  0.7511,  0.7013
   1192561,1,   0,  0.8539,  0.3022
   1193125,1,   0,  0.8277,  0.5734
   1193320,1,   0,  1.1075,  0.3215
   1200160,1,   0,  1.0008,  0.3446
   1200409,1,   0,  1.0995,  0.2973
   1202747,1,   0,  0.9599,  0.4827
   1206517,1,   0,  1.0301,  0.5618
   1211309,1,   0,  0.9322,  0.4858
   1212401,1,   0,  1.1118,  0.4340
   1216427,1,   0,  0.9808,  0.4610
   1218185,1,   0,  1.0863,  0.3588
   1219746,1,   0,  1.0878,  0.4238
   1220630,1,   0,  0.8544,  0.6952
   1228378,1,   0,  1.0299,  0.3888
   1228490,1,   0,  0.9139,  0.3456
   1230809,1,   0,  1.0059,  0.5268
   1233040,1,   0,  1.0240,  0.3888
   1233889,1,   0,  0.9920,  0.6056
   1235849,1,   0,  1.0121,  0.5754
   1246919,1,   0,  0.8984,  0.8177
   1247478,1,   0,  1.0163,  0.6522
   1247849,1,   0,  1.0512,  0.3793
   1252108,1,   0,  1.1282,  0.0828
   1253415,1,   0,  0.9636,  0.5790
   1257745,1,   0,  0.9021,  0.2623
   1259537,1,   0,  0.8714,  0.5681
   1259881,1,   0,  0.8789,  0.5410
   1262827,1,   0,  0.9857,  0.3653
   1263219,1,   0,  0.8795,  0.6977
   1263706,1,   0,  1.0141,  0.4312
   1264051,1,   0,  1.0237,  0.2486
   1267887,1,   0,  0.7467,  0.8082
   1268643,1,   0,  1.0604,  0.3826
   1270142,1,   0,  1.0349,  0.6335
   1272908,1,   0,  1.2055,  0.0783
   1277606,1,   0,  0.9727,  0.4715
   1279118,1,   0,  0.9253,  0.7123
   1280885,1,   0,  1.0859,  0.3106
   1283050,1,   0,  0.8993,  0.8317
   1287627,1,   0,  1.1719,  0.3692
   1293393,1,   0,  0.8699,  0.5396
   1293755,1,   0,  0.9011,  0.6224
   1299718,1,   0,  1.0582,  0.4448
   1300187,1,   0,  0.9694,  0.5831
   1300289,1,   0,  1.1086,  0.1455
   1301257,1,   0,  0.9396,  0.5764
   1310050,1,   0,  1.0737,  0.3277
   1310076,1,   0,  0.9873,  0.4270
   1310906,1,   0,  0.9224,  0.6203
   1311761,1,   0,  0.9511,  0.6812
   1311911,1,   0,  1.0388,  0.3299
   1314391,1,   0,  0.8900,  0.7129
   1318721,1,   0,  1.1343,  0.2411
   1321539,1,   0,  1.1174,  0.5179
   1324817,1,   0,  1.0039,  0.4701
   1327112,1,   0,  0.9661,  0.6288
   1338722,1,   0,  0.9889,  0.4499
   1341228,1,   0,  0.9011,  0.5256
   1342045,1,   0,  0.8594,  0.6605
   1342328,1,   0,  1.0633,  0.4557
   1343270,1,   0,  1.0054,  0.4659
   1344456,1,   0,  1.1802,  0.3694
   1346251,1,   0,  0.8381,  0.6969
   1347019,1,   0,  0.8624,  0.7168
   1347077,1,   0,  0.9306,  0.6739
   1352626,1,   0,  0.9209,  0.6831
   1353106,1,   0,  1.0929,  0.3521
   1353946,1,   0,  0.9848,  0.6831
   1355228,1,   0,  0.9746,  0.4488
   1360796,1,   0,  1.1198,  0.3671
   1361500,1,   0,  0.9569,  0.4511
   1363083,1,   0,  0.9568,  0.4553
   1368163,1,   0,  0.8897,  0.5822
   1368574,1,   0,  0.8041,  0.7711
   1371011,1,   0,  0.9312,  0.5510
   1374702,1,   0,  1.0055,  0.5855
   1381685,1,   0,  0.9518,  0.6929
   1384999,1,   0,  0.9584,  0.5585
   1393208,1,   0,  1.1569,  0.4233
   1398059,1,   0,  0.9243,  0.8455
   1400438,1,   0,  1.0324,  0.4383
   1404972,1,   0,  1.1273,  0.5431
   1407047,1,   0,  1.0424,  0.5268
   1412995,1,   0,  1.0269,  0.3926
   1414890,1,   0,  1.0035,  0.4646
   1416715,1,   0,  1.0603,  0.6829
   1420823,1,   0,  0.9900,  0.5435
   1421812,1,   0,  0.9829,  0.2856
   1433962,1,   0,  1.1810,  0.0002
   1438862,1,   0,  0.9957,  0.5205
   1441190,1,   0,  0.9703,  0.5109
   1457156,1,   0,  0.9507,  0.5082
   1458423,1,   0,  0.8412,  0.7990
   1461343,1,   0,  1.0995,  0.3432
   1481494,1,   0,  1.1207,  0.4171
   1484475,1,   0,  0.7971,  0.5532
   1488106,1,   0,  0.8224,  0.3563
   1489980,1,   0,  1.0283,  0.6511
   1490833,1,   0,  1.0721,  0.3190
   1493740,1,   0,  1.0172,  0.5008
   1503566,1,   0,  1.0676,  0.4970
   1505381,1,   0,  1.0951,  0.3381
   1505908,1,   0,  1.0267,  0.4506
   1509016,1,   0,  0.9154,  0.5961
   1510727,1,   0,  1.0800,  0.3636
   1511495,1,   0,  0.9416,  0.7167
   1515129,1,   0,  0.9538,  0.7000
   1516869,1,   0,  1.0053,  0.6788
   1519325,1,   0,  0.8828,  0.4606
   1520397,1,   0,  1.0080,  0.5182
   1520890,1,   0,  0.9192,  0.4467
   1521294,1,   0,  1.0943,  0.3007
   1526241,1,   0,  0.9018,  0.8678
   1526576,1,   0,  1.0185,  0.4627
   1529205,1,   0,  0.9088,  0.8265
   1530896,1,   0,  0.9736,  0.5624
   1531134,1,   0,  0.9710,  0.5355
   1534057,1,   0,  0.9905,  0.3570
   1534815,1,   0,  0.9116,  0.7059
   1538281,1,   0,  1.1184,  0.1374
   1547996,1,   0,  0.9551,  0.6885
   1550521,1,   0,  0.9414,  0.4136
   1557442,1,   0,  1.0734,  0.6132
   1558905,1,   0,  0.8947,  0.5822
   1565097,1,   0,  1.0164,  0.3461
   1565911,1,   0,  1.0119,  0.6535
   1573907,1,   0,  1.1383,  0.4699
   1578111,1,   0,  0.9933,  0.5444
   1584564,1,   0,  1.1672,  0.1685
   1592977,1,   0,  1.1225,  0.5045
   1595507,1,   0,  0.9572,  0.7437
   1595703,1,   0,  0.9806,  0.5357
   1596501,1,   0,  0.9339,  0.6974
   1596769,1,   0,  0.9482,  0.4356
   1596908,1,   0,  0.9436,  0.5198
   1599208,1,   0,  0.8154,  0.9112
   1599679,1,   0,  1.0218,  0.3495
   1600505,1,   0,  1.0450,  0.6880
   1602363,1,   0,  1.0813,  0.3735
   1603115,1,   0,  0.9113,  0.6830
   1603977,1,   0,  0.9658,  0.5708
   1609123,1,   0,  1.2159,  0.2923
   1611814,1,   0,  0.9514,  0.2372
   1613025,1,   0,  0.9927,  0.3221
   1619920,1,   0,  1.0116,  0.6218
   1628522,1,   0,  0.8573,  0.5192
   1634373,1,   0,  0.9774,  0.4479
   1637229,1,   0,  0.9593,  0.3451
   1641640,1,   0,  0.8242,  0.7901
   1643349,1,   0,  0.9967,  0.5546
   1644515,1,   0,  1.0710,  0.5475
   1644797,1,   0,  0.9789,  0.5389
   1651158,1,   0,  1.0088,  0.3654
   1651724,1,   0,  0.9602,  0.3710
   1655198,1,   0,  1.0539,  0.3361
   1659762,1,   0,  1.0744,  0.3528
   1660792,1,   0,  0.9022,  0.7087
   1665687,1,   0,  0.9603,  0.7623
   1668270,1,   0,  0.8003,  0.8191
   1670634,1,   0,  1.0947,  0.4033
   1674237,1,   0,  1.0823,  0.4022
   1677881,1,   0,  0.9271,  0.6743
   1688097,1,   0,  1.1349,  0.3251
   1688131,1,   0,  0.9590,  0.7880
   1688259,1,   0,  1.1610,  0.4099
   1689599,1,   0,  1.1164,  0.2980
   1692388,1,   0,  0.9530,  0.4251
   1695007,1,   0,  1.1783,  0.2903
   1695731,1,   0,  1.0430,  0.3685
