object_id,submodel,sim_av,non1a_template_index
     95369,1,   0, 202
     95888,1,   0, 203
     95892,1,   0, 205
     95933,1,   0, 202
     96557,1,   0, 234
     96603,1,   0, 212
     97828,1,   0, 101
     98615,1,   0, 101
     99280,1,   0, 105
    100370,1,   0, 101
    100834,1,   0, 103
    101096,1,   0, 103
    101369,1,   0, 105
    101571,1,   0, 218
    101630,1,   0, 202
    101682,1,   0, 103
    102659,1,   0, 203
    102675,1,   0, 203
    104979,1,   0, 103
    105238,1,   0, 203
    105843,1,   0, 103
    105891,1,   0, 234
    106159,1,   0, 203
    106610,1,   0, 103
    107077,1,   0, 203
    107564,1,   0, 203
    107570,1,   0, 104
    108000,1,   0, 203
    108622,1,   0, 205
    108841,1,   0, 105
    108978,1,   0, 218
    109610,1,   0, 104
    109698,1,   0, 101
    110865,1,   0, 103
    111403,1,   0, 101
    111769,1,   0, 202
    112146,1,   0, 202
    112148,1,   0, 105
    113172,1,   0, 104
    113531,1,   0, 234
    113703,1,   0, 212
    114142,1,   0, 202
    114344,1,   0, 202
    114555,1,   0, 103
    114829,1,   0, 103
    114884,1,   0, 104
    115271,1,   0, 105
    115520,1,   0,  22
    116021,1,   0, 105
    117007,1,   0, 212
    117035,1,   0, 218
    117105,1,   0, 203
    117388,1,   0, 104
    118023,1,   0, 103
    118562,1,   0, 101
    118767,1,   0, 105
    118772,1,   0, 104
    119186,1,   0, 218
    119647,1,   0, 101
    119886,1,   0, 218
    120366,1,   0, 103
    120719,1,   0, 104
    120738,1,   0, 217
    120846,1,   0, 218
    120879,1,   0, 103
    121328,1,   0, 218
    121472,1,   0, 205
    122072,1,   0, 205
    122194,1,   0, 101
    122472,1,   0, 203
    122750,1,   0, 218
    122772,1,   0, 202
    123151,1,   0, 218
    123153,1,   0, 104
    123511,1,   0, 202
    123727,1,   0, 218
    123808,1,   0, 212
    124495,1,   0, 203
    125414,1,   0, 203
    125945,1,   0, 104
    125975,1,   0, 105
    126373,1,   0, 103
    126416,1,   0, 202
    127212,1,   0, 234
    127555,1,   0, 105
    127586,1,   0, 212
    127859,1,   0, 203
    127946,1,   0, 203
    128053,1,   0, 203
    128274,1,   0, 234
    128450,1,   0, 203
    128699,1,   0, 218
    128962,1,   0, 105
    129266,1,   0, 234
    129871,1,   0, 205
    130344,1,   0, 103
    130401,1,   0, 103
    130806,1,   0, 102
    131013,1,   0,  22
    131348,1,   0, 212
    131373,1,   0, 102
    131980,1,   0, 234
    132108,1,   0, 205
    132178,1,   0, 105
    132219,1,   0, 202
    132789,1,   0, 102
    133183,1,   0, 218
    133309,1,   0, 212
    133380,1,   0, 205
    133481,1,   0, 105
    133758,1,   0, 205
    134037,1,   0, 203
    134267,1,   0, 101
    134787,1,   0, 104
    134792,1,   0, 203
    135052,1,   0, 203
    136705,1,   0, 104
    137401,1,   0, 105
    138055,1,   0, 203
    138170,1,   0, 203
    138215,1,   0, 234
    138412,1,   0, 103
    138690,1,   0, 234
    138832,1,   0, 234
    140929,1,   0, 234
    141407,1,   0, 205
    144531,1,   0, 103
    144557,1,   0, 105
    144789,1,   0, 218
    144894,1,   0, 234
    144945,1,   0, 103
    145244,1,   0, 234
    145856,1,   0, 218
    146002,1,   0, 217
    146387,1,   0, 202
    146429,1,   0, 234
    146504,1,   0, 203
    146621,1,   0, 104
    146683,1,   0, 202
    146719,1,   0, 202
    147093,1,   0, 202
    147388,1,   0, 101
    147719,1,   0, 212
    147790,1,   0, 105
    147794,1,   0, 104
    148214,1,   0, 205
    148567,1,   0,  22
    148596,1,   0, 202
    148697,1,   0, 203
    149022,1,   0, 103
    149568,1,   0, 212
    149592,1,   0,  22
    149619,1,   0, 203
    149641,1,   0, 234
    150177,1,   0, 202
    150378,1,   0, 218
    150853,1,   0, 101
    151047,1,   0, 105
    151048,1,   0, 205
    151061,1,   0, 105
    151827,1,   0, 203
    152069,1,   0, 202
    152671,1,   0, 101
    152698,1,   0, 205
    152756,1,   0, 234
    153027,1,   0, 103
    153055,1,   0, 212
    153474,1,   0, 234
    153593,1,   0, 101
    153964,1,   0, 105
    153994,1,   0, 202
    154038,1,   0, 103
    154054,1,   0, 104
    154243,1,   0, 102
    155024,1,   0, 203
    155427,1,   0, 104
    155674,1,   0, 218
    155976,1,   0, 212
    155991,1,   0, 203
    156063,1,   0, 203
    156075,1,   0, 212
    156146,1,   0, 103
    156189,1,   0, 205
    156211,1,   0, 105
    156824,1,   0, 218
    156853,1,   0, 202
    157086,1,   0, 234
    157160,1,   0, 103
    157758,1,   0, 103
    157759,1,   0, 104
    158066,1,   0, 218
    158091,1,   0, 203
    158100,1,   0, 202
    158250,1,   0, 234
    158761,1,   0, 102
    158786,1,   0, 103
    158813,1,   0, 218
    158816,1,   0, 103
    159030,1,   0, 205
    159731,1,   0, 205
    160163,1,   0, 203
    161962,1,   0, 212
    162247,1,   0, 234
    163299,1,   0, 102
    163981,1,   0, 234
    163987,1,   0, 218
    164164,1,   0, 103
    164463,1,   0, 202
    165057,1,   0, 202
    165086,1,   0, 203
    165160,1,   0, 104
    166274,1,   0, 218
    166604,1,   0, 203
    166606,1,   0, 202
    166724,1,   0, 203
    166727,1,   0, 102
    166795,1,   0, 104
    167244,1,   0, 212
    168243,1,   0, 212
    169082,1,   0, 218
    169885,1,   0, 202
    170300,1,   0, 202
    171232,1,   0, 203
    171283,1,   0, 104
    171333,1,   0,  22
    172573,1,   0, 105
    172806,1,   0, 101
    173125,1,   0, 105
    173249,1,   0, 202
    173299,1,   0, 212
    173436,1,   0, 212
    173875,1,   0, 105
    174048,1,   0, 105
    174080,1,   0, 105
    174144,1,   0, 105
    174215,1,   0,  22
    174251,1,   0, 234
    174299,1,   0, 103
    174304,1,   0, 234
    174493,1,   0, 202
    174618,1,   0, 103
    174633,1,   0, 203
    174828,1,   0, 205
    175766,1,   0, 217
    176452,1,   0, 202
    176539,1,   0, 104
    176628,1,   0, 234
    176868,1,   0, 234
    177624,1,   0, 217
    177975,1,   0, 218
    178889,1,   0, 103
    179151,1,   0, 203
    179167,1,   0, 212
    180209,1,   0, 202
    180210,1,   0, 104
    181585,1,   0, 202
    181945,1,   0, 103
    181948,1,   0, 218
    182652,1,   0,  22
    182929,1,   0, 205
    183321,1,   0, 205
    183455,1,   0, 104
    183521,1,   0, 202
    183668,1,   0, 217
    183958,1,   0, 218
    184269,1,   0, 103
    184852,1,   0, 218
    185412,1,   0, 218
    186036,1,   0, 104
    186482,1,   0, 212
    186898,1,   0, 212
    187051,1,   0, 105
    187216,1,   0, 104
    187601,1,   0, 205
    187708,1,   0, 218
    188341,1,   0, 103
    188464,1,   0, 234
    188600,1,   0, 203
    189099,1,   0, 203
    189101,1,   0, 101
    189103,1,   0, 103
    190107,1,   0, 105
    190161,1,   0, 203
    190603,1,   0, 105
    190867,1,   0, 101
    190957,1,   0, 203
    191147,1,   0, 102
    191299,1,   0, 103
    191923,1,   0, 203
    192361,1,   0, 104
    192787,1,   0, 205
    192789,1,   0, 218
    192903,1,   0, 105
    193221,1,   0, 234
    193968,1,   0, 203
    194006,1,   0, 218
    194512,1,   0, 203
    194737,1,   0, 104
    195786,1,   0, 234
    196132,1,   0, 203
    196280,1,   0, 203
    196292,1,   0, 218
    196589,1,   0, 202
    196650,1,   0, 202
    196832,1,   0, 218
    198671,1,   0, 104
    199356,1,   0, 203
    199701,1,   0, 203
    199870,1,   0, 203
    200387,1,   0, 101
    200624,1,   0, 203
    201554,1,   0, 104
    201692,1,   0, 101
    201927,1,   0, 234
    202219,1,   0, 202
    202368,1,   0, 205
    202478,1,   0, 234
    202631,1,   0, 103
    202721,1,   0, 212
    203446,1,   0, 234
    203459,1,   0, 203
    203601,1,   0, 205
    204081,1,   0, 202
    204278,1,   0, 205
    204598,1,   0, 234
    204928,1,   0, 218
    205035,1,   0, 203
    205169,1,   0, 105
    205360,1,   0, 104
    205539,1,   0, 218
    206274,1,   0, 104
    206986,1,   0, 105
    207093,1,   0, 218
    207106,1,   0, 234
    207493,1,   0, 104
    208021,1,   0, 202
    208432,1,   0, 203
    209073,1,   0, 202
    209380,1,   0, 218
    209779,1,   0, 105
    209946,1,   0, 103
    210697,1,   0, 218
    210710,1,   0,  22
    210942,1,   0, 104
    211257,1,   0, 103
    211324,1,   0, 104
    211456,1,   0, 105
    211658,1,   0, 218
    212740,1,   0, 105
    213151,1,   0, 203
    214244,1,   0, 202
    214506,1,   0, 103
    215100,1,   0, 218
    216131,1,   0, 203
    216347,1,   0, 212
    216753,1,   0, 202
    217149,1,   0, 103
    217698,1,   0, 212
    217788,1,   0, 212
    218492,1,   0, 212
    218669,1,   0, 202
    218958,1,   0, 105
    219614,1,   0, 234
    222046,1,   0, 202
    222332,1,   0, 102
    222568,1,   0, 102
    222631,1,   0, 203
    222798,1,   0, 217
    222821,1,   0, 105
    222832,1,   0, 103
    223326,1,   0, 203
    223399,1,   0, 104
    224728,1,   0, 205
    225194,1,   0, 202
    225730,1,   0, 203
    226301,1,   0, 212
    226440,1,   0, 212
    226560,1,   0, 202
    226704,1,   0, 218
    226792,1,   0, 218
    227073,1,   0, 203
    227078,1,   0, 202
    227210,1,   0, 104
    227800,1,   0, 103
    228322,1,   0, 203
    228757,1,   0, 203
    229206,1,   0, 103
    229214,1,   0, 105
    229839,1,   0, 101
    230660,1,   0, 218
    230993,1,   0, 234
    231156,1,   0, 212
    231291,1,   0, 202
    231514,1,   0, 234
    231678,1,   0, 101
    232145,1,   0, 203
    232338,1,   0, 203
    232442,1,   0, 212
    232443,1,   0, 105
    233526,1,   0, 202
    234419,1,   0, 103
    234437,1,   0, 212
    234694,1,   0, 105
    235005,1,   0, 218
    235474,1,   0, 217
    236075,1,   0, 218
    236842,1,   0, 202
    237465,1,   0, 203
    237866,1,   0, 103
    237903,1,   0, 203
    238060,1,   0, 218
    238258,1,   0, 202
    238708,1,   0, 202
    239323,1,   0, 101
    239358,1,   0, 105
    239540,1,   0, 234
    239787,1,   0, 217
    240590,1,   0, 105
    240606,1,   0, 205
    240906,1,   0, 101
    240907,1,   0, 212
    240999,1,   0, 101
    241139,1,   0, 234
    241197,1,   0, 203
    241235,1,   0, 105
    241260,1,   0, 102
    241580,1,   0, 203
    241772,1,   0, 101
    241836,1,   0, 205
    241928,1,   0, 105
    241968,1,   0, 202
    241993,1,   0, 202
    242133,1,   0, 104
    242886,1,   0, 105
    243512,1,   0, 103
    243718,1,   0, 101
    244135,1,   0, 202
    244415,1,   0, 203
    244483,1,   0, 101
    244733,1,   0, 103
    245288,1,   0, 234
    245717,1,   0, 104
    245950,1,   0, 104
    246324,1,   0, 104
    246657,1,   0, 218
    246843,1,   0, 104
    246854,1,   0, 103
    246971,1,   0, 101
    247180,1,   0, 104
    247545,1,   0, 212
    248085,1,   0, 104
    248389,1,   0, 203
    248517,1,   0, 202
    248790,1,   0, 101
    249741,1,   0, 101
    250125,1,   0, 234
    250377,1,   0, 105
    250721,1,   0, 101
    251482,1,   0, 205
    251483,1,   0, 203
    251912,1,   0, 234
    252034,1,   0, 218
    252531,1,   0, 202
    252654,1,   0, 105
    252708,1,   0, 212
    253065,1,   0, 101
    253997,1,   0, 103
    254581,1,   0, 104
    255737,1,   0, 104
    256099,1,   0, 218
    256185,1,   0, 203
    256273,1,   0, 105
    256300,1,   0, 218
    256404,1,   0, 102
    256734,1,   0, 218
    257332,1,   0, 212
    257494,1,   0, 103
    257581,1,   0, 205
    257592,1,   0, 103
    257777,1,   0, 212
    257824,1,   0, 101
    257886,1,   0, 102
    257906,1,   0, 218
    258802,1,   0, 234
    259138,1,   0, 203
    259170,1,   0, 234
    259696,1,   0, 218
    259746,1,   0, 101
    260359,1,   0, 104
    261425,1,   0, 102
    263135,1,   0, 203
    263293,1,   0,  22
    263749,1,   0, 202
    263810,1,   0, 205
    264633,1,   0, 105
    264743,1,   0, 105
    264770,1,   0, 104
    264814,1,   0, 103
    265472,1,   0, 203
    266044,1,   0, 234
    266162,1,   0, 103
    266364,1,   0, 203
    266879,1,   0, 234
    267052,1,   0, 203
    267192,1,   0, 234
    267627,1,   0, 234
    267965,1,   0, 217
    268098,1,   0, 203
    268105,1,   0, 103
    268276,1,   0, 104
    268471,1,   0, 104
    269005,1,   0, 218
    269116,1,   0, 218
    269336,1,   0, 105
    269711,1,   0, 104
    269712,1,   0, 205
    269841,1,   0, 105
    269853,1,   0, 234
    269969,1,   0, 103
    270325,1,   0, 218
    270606,1,   0, 104
    271047,1,   0, 102
    271404,1,   0, 218
    271831,1,   0, 205
    272096,1,   0,  22
    272945,1,   0, 104
    273011,1,   0, 202
    273160,1,   0, 203
    273261,1,   0, 101
    273342,1,   0, 203
    273714,1,   0, 203
    274462,1,   0, 203
    275220,1,   0, 103
    275508,1,   0, 105
    275637,1,   0, 203
    275687,1,   0, 105
    275971,1,   0, 218
    276188,1,   0, 102
    276208,1,   0,  22
    276436,1,   0, 205
    276446,1,   0, 202
    277635,1,   0, 101
    278321,1,   0, 105
    278441,1,   0, 203
    278518,1,   0, 101
    278524,1,   0, 105
    278528,1,   0, 234
    278752,1,   0, 205
    278868,1,   0, 104
    279868,1,   0, 105
    280368,1,   0, 203
    280589,1,   0, 101
    280907,1,   0, 234
    281253,1,   0, 202
    281409,1,   0, 105
    282177,1,   0, 202
    282450,1,   0, 105
    282995,1,   0, 202
    282998,1,   0, 202
    283154,1,   0, 234
    283761,1,   0, 205
    283813,1,   0, 203
    283839,1,   0, 101
    284968,1,   0, 202
    285310,1,   0, 105
    286114,1,   0, 101
    286468,1,   0, 202
    287116,1,   0, 202
    287380,1,   0, 103
    287629,1,   0, 212
    288295,1,   0, 202
    288476,1,   0, 103
    288564,1,   0, 105
    288596,1,   0, 203
    288960,1,   0, 234
    289614,1,   0, 218
    290229,1,   0, 218
    290264,1,   0, 218
    290693,1,   0, 234
    291156,1,   0, 202
    291682,1,   0, 103
    291728,1,   0, 202
    291754,1,   0, 212
    291985,1,   0, 218
    292021,1,   0, 212
    292028,1,   0, 104
    294055,1,   0, 105
    294321,1,   0, 101
    294793,1,   0, 202
    294884,1,   0, 104
    295067,1,   0, 218
    295142,1,   0, 104
    295429,1,   0, 103
    295981,1,   0, 203
    296825,1,   0, 218
    297388,1,   0, 105
    297493,1,   0, 103
    297595,1,   0, 234
    297926,1,   0, 234
    297947,1,   0, 217
    298439,1,   0, 234
    298844,1,   0, 203
    298964,1,   0, 203
    299054,1,   0, 202
    299619,1,   0, 217
    300002,1,   0, 234
    300040,1,   0, 105
    300200,1,   0, 105
    300308,1,   0, 202
    300329,1,   0, 104
    300503,1,   0, 103
    300723,1,   0, 234
    301123,1,   0, 205
    301588,1,   0, 205
    302230,1,   0, 202
    302314,1,   0, 234
    302814,1,   0, 203
    302916,1,   0, 203
    303182,1,   0, 212
    303660,1,   0, 202
    303844,1,   0, 101
    304149,1,   0, 102
    304568,1,   0, 103
    305109,1,   0, 203
    305135,1,   0, 203
    305218,1,   0, 103
    306095,1,   0, 104
    306224,1,   0, 101
    306571,1,   0, 103
    306741,1,   0, 104
    306832,1,   0, 103
    307215,1,   0, 212
    307373,1,   0, 218
    307541,1,   0, 103
    307760,1,   0, 234
    307828,1,   0, 234
    307981,1,   0, 103
    308170,1,   0, 104
    308364,1,   0, 218
    308546,1,   0, 104
    309177,1,   0, 218
    309287,1,   0, 234
    309389,1,   0, 203
    309731,1,   0, 104
    310110,1,   0, 101
    310121,1,   0, 218
    310799,1,   0, 203
    312167,1,   0, 203
    312195,1,   0, 101
    312639,1,   0, 203
    312863,1,   0, 212
    313052,1,   0, 104
    313374,1,   0, 234
    313653,1,   0, 203
    314232,1,   0, 205
    314242,1,   0, 203
    314422,1,   0, 101
    314480,1,   0, 212
    315260,1,   0, 102
    315979,1,   0, 105
    316024,1,   0, 218
    316517,1,   0, 101
    316656,1,   0, 203
    316959,1,   0, 202
    317050,1,   0, 203
    317617,1,   0,  22
    317694,1,   0, 203
    317735,1,   0, 105
    317776,1,   0, 234
    317882,1,   0, 102
    318483,1,   0, 203
    318695,1,   0, 202
    318900,1,   0, 105
    318966,1,   0, 104
    319030,1,   0, 103
    319554,1,   0, 203
    320026,1,   0, 105
    320078,1,   0, 212
    320292,1,   0, 101
    320509,1,   0, 202
    320663,1,   0, 203
    320689,1,   0, 105
    321190,1,   0, 212
    321540,1,   0, 234
    321559,1,   0, 202
    322069,1,   0, 218
    322464,1,   0, 203
    322710,1,   0, 218
    323046,1,   0, 212
    323120,1,   0, 104
    323380,1,   0, 105
    323496,1,   0, 218
    323682,1,   0, 212
    323870,1,   0, 103
    324231,1,   0, 105
    324643,1,   0, 218
    325082,1,   0, 234
    325320,1,   0, 202
    325604,1,   0, 203
    326318,1,   0, 101
    326538,1,   0, 217
    326625,1,   0, 212
    327709,1,   0, 234
    328606,1,   0, 105
    329062,1,   0, 203
    329064,1,   0, 212
    331171,1,   0, 205
    331538,1,   0, 234
    331746,1,   0, 218
    332038,1,   0, 202
    332465,1,   0, 234
    332659,1,   0, 212
    332665,1,   0, 205
    332754,1,   0, 202
    332996,1,   0, 212
    333069,1,   0, 234
    333111,1,   0, 103
    333167,1,   0, 103
    333291,1,   0, 202
    333614,1,   0, 212
    334014,1,   0, 218
    334263,1,   0, 202
    334496,1,   0, 212
    334713,1,   0, 212
    334928,1,   0, 203
    334993,1,   0, 105
    335180,1,   0, 218
    335204,1,   0, 203
    335268,1,   0, 234
    335324,1,   0, 105
    335437,1,   0, 203
    335625,1,   0, 105
    335710,1,   0, 203
    335749,1,   0, 103
    335791,1,   0, 234
    335919,1,   0, 203
    336029,1,   0, 103
    336256,1,   0, 103
    337137,1,   0, 212
    337170,1,   0, 203
    337756,1,   0, 202
    337801,1,   0, 203
    337976,1,   0, 203
    338066,1,   0, 218
    338222,1,   0, 234
    338306,1,   0, 218
    338560,1,   0, 105
    338772,1,   0, 212
    338892,1,   0, 234
    339480,1,   0, 234
    339571,1,   0, 218
    340084,1,   0, 105
    340269,1,   0, 218
    341163,1,   0, 103
    341544,1,   0, 203
   1003250,1,   0, 105
   1004666,1,   0, 105
   1004717,1,   0, 212
   1006486,1,   0, 104
   1006656,1,   0, 105
   1007760,1,   0, 101
   1008010,1,   0, 218
   1011042,1,   0, 103
   1011728,1,   0, 104
   1011906,1,   0, 104
   1015264,1,   0, 103
   1015635,1,   0, 205
   1016999,1,   0, 202
   1017618,1,   0, 103
   1017809,1,   0, 218
   1019594,1,   0, 218
   1021131,1,   0, 202
   1021889,1,   0, 203
   1023038,1,   0, 203
   1023531,1,   0, 104
   1024779,1,   0, 212
   1024801,1,   0, 105
   1025332,1,   0, 218
   1025442,1,   0, 218
   1031400,1,   0, 202
   1033638,1,   0, 102
   1033884,1,   0, 104
   1041528,1,   0, 105
   1042389,1,   0, 205
   1045083,1,   0, 105
   1045838,1,   0, 202
   1046092,1,   0, 203
   1046836,1,   0, 205
   1047417,1,   0, 103
   1047493,1,   0,  22
   1047621,1,   0, 212
   1048006,1,   0, 202
   1048450,1,   0, 103
   1048704,1,   0, 104
   1048987,1,   0, 218
   1049133,1,   0, 203
   1054356,1,   0, 218
   1059910,1,   0, 205
   1061861,1,   0, 103
   1062990,1,   0, 104
   1063947,1,   0, 218
   1073798,1,   0, 104
   1075408,1,   0, 234
   1076072,1,   0, 218
   1076582,1,   0, 218
   1077663,1,   0, 217
   1078557,1,   0, 103
   1079361,1,   0, 105
   1080408,1,   0, 212
   1081776,1,   0, 101
   1081890,1,   0, 205
   1085562,1,   0, 101
   1090736,1,   0, 103
   1091134,1,   0, 218
   1104498,1,   0, 234
   1105266,1,   0, 203
   1105942,1,   0, 202
   1106346,1,   0, 203
   1106821,1,   0, 234
   1109247,1,   0, 103
   1111977,1,   0, 217
   1112318,1,   0, 234
   1115042,1,   0, 103
   1115663,1,   0, 217
   1117149,1,   0, 218
   1118885,1,   0, 103
   1121198,1,   0, 202
   1122062,1,   0, 104
   1127982,1,   0, 218
   1131283,1,   0, 234
   1131663,1,   0, 203
   1133733,1,   0, 212
   1133865,1,   0, 102
   1134206,1,   0, 234
   1137403,1,   0, 202
   1137612,1,   0, 202
   1138618,1,   0, 102
   1139586,1,   0,  22
   1139692,1,   0, 217
   1140289,1,   0, 105
   1140875,1,   0, 202
   1141583,1,   0, 203
   1142173,1,   0, 202
   1142335,1,   0, 105
   1142816,1,   0, 104
   1145577,1,   0, 104
   1148538,1,   0, 203
   1149970,1,   0, 218
   1151940,1,   0, 203
   1152206,1,   0, 105
   1155144,1,   0, 202
